experimentId;device_id;motion_tag;userPhoneLocation;timestamp;x;y;z;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369132;-0.24900457;9.81413300;1.28093710;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369642;2.02555660;10.12778300;1.03672100;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369892;1.64965530;9.61062000;0.29689008;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369382;0.71828246;9.77821800;0.49082634;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369632;2.02316210;10.17087900;1.10854920;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369122;-0.23463893;9.82131500;0.89785310;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369372;0.66800267;9.79019000;0.42618093;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369113;-0.21309046;9.83089300;0.39505535;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369882;1.60416410;9.54118500;0.21069619;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369622;1.79331180;10.24510200;1.04390380;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369362;0.69912827;9.80455500;0.50998056;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369612;1.57543280;10.27383300;0.98883550;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369871;1.51078740;9.52203100;0.18914771;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369102;-0.21069619;9.82610400;0.18675344;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369352;0.69194543;9.77103500;0.51955765;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369092;-0.20590763;9.82370950;-0.19393626;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369862;1.44853630;9.51484800;0.21069619;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369602;1.33839960;10.27862200;0.98883550;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598370492;1.37670800;9.41668300;-0.84757330;
